TICKET,ITEM,IDPRODUCTO,NOMPRRODUCTO,FECHAVENTA,CANTIDAD,IDTAMAÑO,DESCTAMAÑO,PRECIO,COSTOUNITARIO,DESCTIPO,IDLOCAL,NOMLOCAL,DESCTIPOLOCAL,IDCIUDAD,NOMCIUDAD,TOTALVENTA,TOTALCOSTO,AÑO,MES
32282,1,D004,PANAMA,02/08/2020,1,23N,23 NORMAL," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2020,08-AGO
36612,1,D004,PANAMA,07/09/2020,1,21M,21 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,09-SEP
39215,1,D004,PANAMA,26/09/2020,1,21N,21 NORMAL," $1,448.00 ", $421.00 ,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,09-SEP
39762,1,D004,PANAMA,02/10/2020,1,18M,18 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2020,10-OCT
41012,1,D004,PANAMA,14/10/2020,1,22M,22 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2020,10-OCT
41058,1,D004,PANAMA,15/10/2020,1,21N,21 NORMAL," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,10-OCT
41935,1,D004,PANAMA,24/10/2020,1,24M,24 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2020,10-OCT
42246,1,D004,PANAMA,27/10/2020,1,20M,20 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2020,10-OCT
42467,2,D004,PANAMA,30/10/2020,1,19M,19 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,10-OCT
42889,1,D004,PANAMA,03/11/2020,1,25N,25 NORMAL," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,11-NOV
43453,1,D004,PANAMA,08/11/2020,1,21N,21 NORMAL," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,11-NOV
43475,1,D004,PANAMA,09/11/2020,1,22N,22 NORMAL," $1,448.00 ", $421.00 ,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,11-NOV
43543,1,D004,PANAMA,09/11/2020,1,22N,22 NORMAL," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2020,11-NOV
45759,1,D004,PANAMA,29/11/2020,1,22M,22 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,11-NOV
47454,1,D004,PANAMA,11/12/2020,1,19M,19 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2020,12-DIC
47985,1,D004,PANAMA,14/12/2020,1,21N,21 NORMAL," $1,448.00 ", $421.00 ,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2020,12-DIC
48983,1,D004,PANAMA,22/12/2020,1,24N,24 NORMAL," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2020,12-DIC
49272,1,D004,PANAMA,24/12/2020,1,26M,26 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2020,12-DIC
50045,1,D004,PANAMA,01/01/2021,1,21M,21 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,01-ENE
51842,1,D004,PANAMA,17/01/2021,1,26N,26 NORMAL," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2021,01-ENE
52309,1,D004,PANAMA,21/01/2021,1,26M,26 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2021,01-ENE
54093,1,D004,PANAMA,04/02/2021,1,22N,22 NORMAL," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,02-FEB
55871,1,D004,PANAMA,18/02/2021,1,26N,26 NORMAL," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,02-FEB
55944,1,D004,PANAMA,19/02/2021,1,21M,21 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2021,02-FEB
55993,1,D004,PANAMA,20/02/2021,1,28N,28 NORMAL," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2021,02-FEB
56469,1,D004,PANAMA,23/02/2021,1,26N,26 NORMAL," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2021,02-FEB
57364,1,D004,PANAMA,02/03/2021,1,21M,21 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2021,03-MAR
57415,1,D004,PANAMA,03/03/2021,1,25M,25 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2021,03-MAR
60068,1,D004,PANAMA,26/03/2021,1,26N,26 NORMAL," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,03-MAR
61035,1,D004,PANAMA,02/04/2021,1,19N,19 NORMAL," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,04-ABR
62291,1,D004,PANAMA,15/04/2021,1,27M,27 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,04-ABR
63006,1,D004,PANAMA,19/04/2021,1,24M,24 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,04-ABR
63950,1,D004,PANAMA,26/04/2021,1,27M,27 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2021,04-ABR
65637,1,D004,PANAMA,12/05/2021,1,26N,26 NORMAL," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,05-MAY
66039,1,D004,PANAMA,16/05/2021,1,18M,18 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,05-MAY
66427,1,D004,PANAMA,19/05/2021,1,21N,21 NORMAL," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2021,05-MAY
66536,1,D004,PANAMA,21/05/2021,1,19N,19 NORMAL," $1,448.00 ", $421.00 ,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,05-MAY
69346,1,D004,PANAMA,13/06/2021,1,25M,25 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,06-JUN
69458,1,D004,PANAMA,14/06/2021,1,23N,23 NORMAL," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2021,06-JUN
69901,1,D004,PANAMA,18/06/2021,1,26N,26 NORMAL," $1,448.00 ", $421.00 ,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,06-JUN
71712,1,D004,PANAMA,05/07/2021,1,25M,25 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,07-JUL
72537,2,D004,PANAMA,12/07/2021,1,19M,19 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2021,07-JUL
73797,1,D004,PANAMA,20/07/2021,1,23M,23 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,07-JUL
74121,1,D004,PANAMA,22/07/2021,1,21M,21 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2021,07-JUL
74847,1,D004,PANAMA,27/07/2021,1,26M,26 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2021,07-JUL
75371,1,D004,PANAMA,31/07/2021,1,18N,18 NORMAL," $1,448.00 ", $421.00 ,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,07-JUL
77017,1,D004,PANAMA,14/08/2021,1,18N,18 NORMAL," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,08-AGO
79073,1,D004,PANAMA,31/08/2021,1,22N,22 NORMAL," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2021,08-AGO
79883,1,D004,PANAMA,06/09/2021,1,25M,25 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,09-SEP
80618,1,D004,PANAMA,13/09/2021,1,26M,26 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2021,09-SEP
82433,1,D004,PANAMA,30/09/2021,1,23N,23 NORMAL," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,09-SEP
83543,1,D004,PANAMA,10/10/2021,1,26M,26 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,10-OCT
84946,1,D004,PANAMA,25/10/2021,1,23M,23 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2021,10-OCT
85102,1,D004,PANAMA,27/10/2021,1,21N,21 NORMAL," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2021,10-OCT
85975,1,D004,PANAMA,07/11/2021,1,23M,23 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2021,11-NOV
86099,1,D004,PANAMA,08/11/2021,1,22N,22 NORMAL," $1,448.00 ", $421.00 ,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,11-NOV
88006,1,D004,PANAMA,25/11/2021,1,23M,23 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO," $1,448.00 ", $421.00 ,2021,11-NOV
88062,1,D004,PANAMA,26/11/2021,1,23M,23 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA," $1,448.00 ", $421.00 ,2021,11-NOV
89700,1,D004,PANAMA,11/12/2021,1,25M,25 Y MEDIO," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2021,12-DIC
94750,1,D004,PANAMA,15/12/2021,1,18N,18 NORMAL," $1,448.00 ", $421.00 ,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA," $1,448.00 ", $421.00 ,2021,12-DIC
10332,1,D004,PANAMA,04/01/2020,1,25M,25 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA," $1,830.00 ", $421.00 ,2020,01-ENE
10646,1,D004,PANAMA,07/01/2020,1,23M,23 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA," $1,830.00 ", $421.00 ,2020,01-ENE
10776,1,D004,PANAMA,08/01/2020,1,21M,21 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,830.00 ", $421.00 ,2020,01-ENE
11086,1,D004,PANAMA,12/01/2020,1,25M,25 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA," $1,830.00 ", $421.00 ,2020,01-ENE
11926,2,D004,PANAMA,20/01/2020,1,19N,19 NORMAL," $1,830.00 ", $421.00 ,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,830.00 ", $421.00 ,2020,01-ENE
14026,1,D004,PANAMA,09/02/2020,1,24N,24 NORMAL," $1,830.00 ", $421.00 ,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA," $1,830.00 ", $421.00 ,2020,02-FEB
15220,1,D004,PANAMA,22/02/2020,1,20M,20 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2020,02-FEB
16144,1,D004,PANAMA,29/02/2020,1,22M,22 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,830.00 ", $421.00 ,2020,02-FEB
17212,1,D004,PANAMA,08/03/2020,1,25N,25 NORMAL," $1,830.00 ", $421.00 ,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2020,03-MAR
19303,1,D004,PANAMA,25/03/2020,1,19N,19 NORMAL," $1,830.00 ", $421.00 ,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2020,03-MAR
19774,1,D004,PANAMA,30/03/2020,1,20M,20 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,830.00 ", $421.00 ,2020,03-MAR
20108,1,D004,PANAMA,03/04/2020,1,26M,26 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,830.00 ", $421.00 ,2020,04-ABR
21154,1,D004,PANAMA,13/04/2020,1,23N,23 NORMAL," $1,830.00 ", $421.00 ,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,830.00 ", $421.00 ,2020,04-ABR
21785,1,D004,PANAMA,19/04/2020,1,26N,26 NORMAL," $1,830.00 ", $421.00 ,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,830.00 ", $421.00 ,2020,04-ABR
22238,1,D004,PANAMA,24/04/2020,1,21M,21 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA," $1,830.00 ", $421.00 ,2020,04-ABR
23624,1,D004,PANAMA,08/05/2020,1,25M,25 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2020,05-MAY
25196,1,D004,PANAMA,26/05/2020,1,26N,26 NORMAL," $1,830.00 ", $421.00 ,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2020,05-MAY
26841,1,D004,PANAMA,09/06/2020,1,20N,20 NORMAL," $1,830.00 ", $421.00 ,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA," $1,830.00 ", $421.00 ,2020,06-JUN
27376,1,D004,PANAMA,13/06/2020,1,21M,21 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,830.00 ", $421.00 ,2020,06-JUN
27665,1,D004,PANAMA,16/06/2020,1,21N,21 NORMAL," $1,830.00 ", $421.00 ,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2020,06-JUN
29236,1,D004,PANAMA,01/07/2020,1,21M,21 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,830.00 ", $421.00 ,2020,07-JUL
29501,1,D004,PANAMA,04/07/2020,1,18N,18 NORMAL," $1,830.00 ", $421.00 ,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2020,07-JUL
30881,1,D004,PANAMA,18/07/2020,1,18N,18 NORMAL," $1,830.00 ", $421.00 ,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2020,07-JUL
32959,1,D004,PANAMA,10/08/2020,1,18N,18 NORMAL," $1,830.00 ", $421.00 ,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA," $1,830.00 ", $421.00 ,2020,08-AGO
35157,1,D004,PANAMA,24/08/2020,1,22M,22 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,830.00 ", $421.00 ,2020,08-AGO
35582,1,D004,PANAMA,27/08/2020,1,26N,26 NORMAL," $1,830.00 ", $421.00 ,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2020,08-AGO
35760,1,D004,PANAMA,28/08/2020,1,25N,25 NORMAL," $1,830.00 ", $421.00 ,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2020,08-AGO
36408,1,D004,PANAMA,04/09/2020,1,19N,19 NORMAL," $1,830.00 ", $421.00 ,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2020,09-SEP
36629,1,D004,PANAMA,07/09/2020,1,24M,24 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA," $1,830.00 ", $421.00 ,2020,09-SEP
37886,1,D004,PANAMA,17/09/2020,1,25N,25 NORMAL," $1,830.00 ", $421.00 ,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2020,09-SEP
39423,1,D004,PANAMA,28/09/2020,1,24N,24 NORMAL," $1,830.00 ", $421.00 ,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,830.00 ", $421.00 ,2020,09-SEP
39537,1,D004,PANAMA,30/09/2020,1,25M,25 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,830.00 ", $421.00 ,2020,09-SEP
39589,1,D004,PANAMA,30/09/2020,1,24N,24 NORMAL," $1,830.00 ", $421.00 ,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,830.00 ", $421.00 ,2020,09-SEP
39686,1,D004,PANAMA,02/10/2020,1,25N,25 NORMAL," $1,830.00 ", $421.00 ,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2020,10-OCT
42042,1,D004,PANAMA,25/10/2020,1,25M,25 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,830.00 ", $421.00 ,2020,10-OCT
42634,1,D004,PANAMA,01/11/2020,1,21N,21 NORMAL," $1,830.00 ", $421.00 ,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2020,11-NOV
43223,1,D004,PANAMA,06/11/2020,1,18N,18 NORMAL," $1,830.00 ", $421.00 ,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,830.00 ", $421.00 ,2020,11-NOV
43244,1,D004,PANAMA,06/11/2020,1,22M,22 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,830.00 ", $421.00 ,2020,11-NOV
43908,1,D004,PANAMA,13/11/2020,1,18N,18 NORMAL," $1,830.00 ", $421.00 ,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,830.00 ", $421.00 ,2020,11-NOV
44264,1,D004,PANAMA,15/11/2020,1,19M,19 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA," $1,830.00 ", $421.00 ,2020,11-NOV
44967,1,D004,PANAMA,20/11/2020,1,24N,24 NORMAL," $1,830.00 ", $421.00 ,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2020,11-NOV
45022,1,D004,PANAMA,21/11/2020,1,22M,22 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2020,11-NOV
45867,2,D004,PANAMA,30/11/2020,1,26M,26 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,830.00 ", $421.00 ,2020,11-NOV
46202,1,D004,PANAMA,02/12/2020,1,26N,26 NORMAL," $1,830.00 ", $421.00 ,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,830.00 ", $421.00 ,2020,12-DIC
47735,1,D004,PANAMA,13/12/2020,1,23M,23 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,830.00 ", $421.00 ,2020,12-DIC
47794,2,D004,PANAMA,13/12/2020,1,21N,21 NORMAL," $1,830.00 ", $421.00 ,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2020,12-DIC
49942,1,D004,PANAMA,30/12/2020,1,21M,21 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2020,12-DIC
50328,1,D004,PANAMA,03/01/2021,1,24N,24 NORMAL," $1,830.00 ", $421.00 ,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA," $1,830.00 ", $421.00 ,2021,01-ENE
50513,1,D004,PANAMA,05/01/2021,1,28N,28 NORMAL," $1,830.00 ", $421.00 ,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,830.00 ", $421.00 ,2021,01-ENE
50554,1,D004,PANAMA,06/01/2021,1,25M,25 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,830.00 ", $421.00 ,2021,01-ENE
50731,1,D004,PANAMA,07/01/2021,1,24N,24 NORMAL," $1,830.00 ", $421.00 ,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA," $1,830.00 ", $421.00 ,2021,01-ENE
51129,1,D004,PANAMA,10/01/2021,1,27M,27 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA," $1,830.00 ", $421.00 ,2021,01-ENE
51155,1,D004,PANAMA,10/01/2021,1,19M,19 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,830.00 ", $421.00 ,2021,01-ENE
53158,1,D004,PANAMA,28/01/2021,1,22M,22 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA," $1,830.00 ", $421.00 ,2021,01-ENE
54039,1,D004,PANAMA,04/02/2021,1,20N,20 NORMAL," $1,830.00 ", $421.00 ,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2021,02-FEB
54261,1,D004,PANAMA,05/02/2021,1,20N,20 NORMAL," $1,830.00 ", $421.00 ,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2021,02-FEB
54702,1,D004,PANAMA,09/02/2021,1,19N,19 NORMAL," $1,830.00 ", $421.00 ,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,830.00 ", $421.00 ,2021,02-FEB
55128,1,D004,PANAMA,12/02/2021,1,23N,23 NORMAL," $1,830.00 ", $421.00 ,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,830.00 ", $421.00 ,2021,02-FEB
55754,1,D004,PANAMA,18/02/2021,1,22M,22 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2021,02-FEB
56795,1,D004,PANAMA,26/02/2021,1,21N,21 NORMAL," $1,830.00 ", $421.00 ,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,830.00 ", $421.00 ,2021,02-FEB
57825,1,D004,PANAMA,05/03/2021,1,27M,27 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA," $1,830.00 ", $421.00 ,2021,03-MAR
59032,1,D004,PANAMA,15/03/2021,1,20N,20 NORMAL," $1,830.00 ", $421.00 ,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO," $1,830.00 ", $421.00 ,2021,03-MAR
59118,1,D004,PANAMA,15/03/2021,1,22M,22 Y MEDIO," $1,830.00 ", $421.00 ,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY," $1,830.00 ", $421.00 ,2021,03-MAR
